CodeID	LitLen	Literal
2858	19	'In DELCUS (DCV010) ' [19]
2858	34	'UNABLE TO DELETE CUSTOMER VSAM REC' [34]
2858	11	' RESP CODE=' [11]
2858	7	' RESP2=' [7]
2858	8	'FOR KEY=' [8]
2859	4	'WPV7' [4]
2873	4	'PRTR' [4]
2875		ZEROS
2879	1	'.' [1]
2882		1
2882		6
2883		7
2883		10
2884		17
2884		14
2885		31
2885		10
2886	3	'ODC' [3]
2887		ZEROS
2889		0
2899	1	':' [1]
2901	4	'HWPT' [4]
2904	42	'WPCD010 - Unable to WRITE to PROCTRAN DB2 ' [42]
2904	34	'datastore with the following data:' [34]
2904	9	' EIBRESP=' [9]
2904	7	' RESP2=' [7]
2906	19	'In DELCUS(WPCD010) ' [19]
2906	41	'UNABLE TO WRITE TO PROCTRAN DB2 DATASTORE' [41]
2906	9	' SQLCODE=' [9]
2906	24	'WITH THE FOLLOWING DATA:' [24]
2907	4	'HWPT' [4]
2939	1	X'E' [1]
2940	1	X'F' [1]
2941	8	'IGZSRTCD' [8]
2949		SPACE
2951		SPACE
2953		SPACE
2955		SPACE
2957		SPACE
2959		0
2960		0
2961		0
2962		SPACE
2969		0
2971	8	'GETSCODE' [8]
2986	1	X'E' [1]
2987	1	X'F' [1]
2988	8	'IGZSRTCD' [8]
2996		SPACE
2998		SPACE
3000		SPACE
3002		SPACE
3004		SPACE
3006		0
3007		0
3008		0
3009		SPACE
3016		0
3029		SPACES
3034		SPACES
3035		SPACES
3038		SPACE
3039		SPACE
3040		SPACE
3041		SPACE
3042		SPACE
3043		SPACE
3044		SPACE
3045		SPACE
3047		SPACE
3048		SPACE
3049		SPACE
3050		SPACE
3063	8	'ABNDPROC' [8]
3066	1	' ' [1]
3075		0
3076		0
3077		0
3078		0
3079	1	'N' [1]
3080	1	'N' [1]
3081	1	'N' [1]
3082	1	'N' [1]
3086	8	'CBSACUST' [8]
3087	6	'      ' [6]
3088	2	'  ' [2]
3089		0
3090		0
3091	2	'00' [2]
3093		0
3094	1	'N' [1]
3105	1	'.' [1]
3107	1	'.' [1]
3109		SPACES
3110		SPACES
3111		SPACES
3112		SPACES
3113		0
3116		0
3117		0
3119		0
3120		0
3121	1	'N' [1]
3122		0
3123		SPACES
3124	1	'N' [1]
3125		0
3126		0
3131		SPACES
3132		0
3137		0
3158		SPACES
3159		0
3160		SPACES
3161		SPACES
3179		0
3180		0
3181		0
3182		0
3183		0
3184		SPACES
3185		0
3188	1	'N' [1]
3191		10
3192	8	'YYYYMMDD' [8]
3194		10
3231	7	'CRECUST' [7]
3237	1	'Y' [1]
3238		0
3240	1	'N' [1]
3241	1	'G' [1]
3242	27	'WS-CREDIT-CHECK-ERROR = Y, ' [27]
3242	6	' RESP=' [6]
3242	7	' RESP2=' [7]
3243	29	'   Exiting CRECUST. COMMAREA=' [29]
3247	1	'Y' [1]
3248	1	'N' [1]
3266		16
3268	1	'N' [1]
3269	1	'3' [1]
3277		16
3279	1	'N' [1]
3280	1	'5' [1]
3287		1
3289	1	'Y' [1]
3294	16	'CIPCREDCHANN    ' [16]
3295		0
3296		0
3297		1
3297		5
3298	3	'OCR' [3]
3300		1
3301	16	'CIPA            ' [16]
3302		2
3303	16	'CIPB            ' [16]
3304		3
3305	16	'CIPC            ' [16]
3306		4
3307	16	'CIPD            ' [16]
3308		5
3309	16	'CIPE            ' [16]
3310		6
3311	16	'CIPF            ' [16]
3312		7
3313	16	'CIPG            ' [16]
3314		8
3315	16	'CIPH            ' [16]
3316		9
3317	16	'CIPI            ' [16]
3321	1	'N' [1]
3322	1	'A' [1]
3323	39	'Unsuccessful attempt to PUT CONTAINER. ' [39]
3323	10	'CONTAINER=' [10]
3323	8	'CHANNEL=' [8]
3323	11	'. FLENGTH =' [11]
3323	1	'.' [1]
3324	9	'    RESP=' [9]
3324	7	' RESP2=' [7]
3329	1	'N' [1]
3330	1	'B' [1]
3331	37	'Unsuccessful attempt to RUN TRANSID. ' [37]
3331	8	'TRANSID=' [8]
3331	8	'CHANNEL=' [8]
3331	8	'. TOKEN=' [8]
3332	9	'    RESP=' [9]
3332	7	' RESP2=' [7]
3335		1
3339		3
3340	1	'N' [1]
3341		0
3342		0
3343	1	'Y' [1]
3344		SPACES
3347		52
3348		0
3349	1	'Y' [1]
3350		0
3351	1	'Y' [1]
3353	1	'N' [1]
3354	1	'C' [1]
3355	33	'EXEC CICS FETCH ANY failed. RESP=' [33]
3355	7	' RESP2=' [7]
3356	37	'   NOTFINISHED (no data) was returned' [37]
3357	29	'   Exiting CRECUST. COMMAREA=' [29]
3361	1	'Y' [1]
3362	1	'N' [1]
3366		1
3366		8
3369		21
3369		1
3372		1
3372		4
3372		5
3373		5
3373		2
3373		3
3374		7
3374		2
3374		1
3377		1
3378		0
3380	1	'N' [1]
3381	1	'D' [1]
3382	33	'EXEC CICS FETCH ANY failed. RESP=' [33]
3382	7	' RESP2=' [7]
3383	32	'   INVREQ (no data) was returned' [32]
3384	29	'   Exiting CRECUST. COMMAREA=' [29]
3387		1
3388		0
3389	1	'Y' [1]
3390		0
3392	1	'Y' [1]
3395	1	'Y' [1]
3396	1	'N' [1]
3400		1
3400		8
3403		21
3403		1
3406		1
3406		4
3406		5
3407		5
3407		2
3407		3
3408		7
3408		2
3408		1
3416		1
3417	16	'CIPA            ' [16]
3418		2
3419	16	'CIPB            ' [16]
3420		3
3421	16	'CIPC            ' [16]
3422		4
3423	16	'CIPD            ' [16]
3424		5
3425	16	'CIPE            ' [16]
3426		6
3427	16	'CIPF            ' [16]
3428		7
3429	16	'CIPG            ' [16]
3430		8
3431	16	'CIPH            ' [16]
3432		9
3433	16	'CIPI            ' [16]
3435		261
3438		0
3440	1	'N' [1]
3441	1	'E' [1]
3442	28	'EXEC CICS FETCH ANY worked, ' [28]
3442	25	'but GET CONTAINER failed.' [25]
3442	11	' CONTAINER=' [11]
3442	9	' CHANNEL=' [9]
3442	6	' RESP=' [6]
3442	7	' RESP2=' [7]
3443	29	'   Exiting CRECUST. COMMAREA=' [29]
3446		1
3449		0
3451	1	'N' [1]
3452	1	'F' [1]
3455		0
3457	1	'N' [1]
3458	1	'G' [1]
3459	28	'EXEC CICS FETCH ANY worked, ' [28]
3459	27	'but COMP-STATUS = SECERROR.' [27]
3459	6	' RESP=' [6]
3459	7	' RESP2=' [7]
3460	29	'   Exiting CRECUST. COMMAREA=' [29]
3463		0
3465	1	'N' [1]
3466	1	'H' [1]
3467	28	'EXEC CICS FETCH ANY worked, ' [28]
3467	27	'but COMP-STATUS IS UNKNOWN.' [27]
3467	6	' RESP=' [6]
3467	7	' RESP2=' [7]
3468	29	'   Exiting CRECUST. COMMAREA=' [29]
3478	4	'CUST' [4]
3486		0
3487	8	'CUSTOMER' [8]
3487		16
3489		1
3489		100
3490		3
3491	8	'CUSTOMER' [8]
3491		16
3495	1	'N' [1]
3496	1	'1' [1]
3501		ZERO
3502	1	'9' [1]
3503	8	'CUSTOMER' [8]
3504		1
3506	8	'CUSTOMER' [8]
3510		1
3510		2
3511	1	'/' [1]
3511		3
3511		1
3512		3
3512		2
3512		4
3513	1	'/' [1]
3513		6
3513		1
3514		5
3514		4
3514		7
3519	4	'CUST' [4]
3520	1	'Y' [1]
3521	1	' ' [1]
3533	4	'PRTR' [4]
3535		ZEROS
3539	1	'.' [1]
3542		1
3542		6
3543		7
3543		10
3544		17
3544		14
3545		31
3545		10
3546	3	'OCC' [3]
3547		ZEROS
3549		0
3559	1	':' [1]
3561	4	'HWPT' [4]
3564	42	'WPD010  - Unable to write to PROCTRAN DB2 ' [42]
3564	34	'datastore with the following data:' [34]
3564	9	' EIBRESP=' [9]
3564	7	' RESP2=' [7]
3566	19	'In CRECUST(WPD010) ' [19]
3566	41	'UNABLE TO WRITE TO PROCTRAN DB2 DATASTORE' [41]
3566	9	' SQLCODE=' [9]
3566	24	'WITH THE FOLLOWING DATA:' [24]
3568	4	'HWPT' [4]
3580		ZERO
3581	1	'9' [1]
3582	8	'CUSTOMER' [8]
3584		1
3584		100
3585		3
3586	8	'CUSTOMER' [8]
3591	1	'N' [1]
3592	1	'4' [1]
3597		1
3598	8	'CUSTOMER' [8]
3600		1
3600		100
3601		3
3602	8	'CUSTOMER' [8]
3607	1	'N' [1]
3608	1	'4' [1]
3618		1601
3619	1	'Y' [1]
3620	1	'O' [1]
3626	7	'CEEDAYS' [7]
3629	1	'Y' [1]
3630	1	'Z' [1]
3631	42	'CEEDAYS failed, FORMAT LENGTH 10 with msg ' [42]
3631	18	' for date YYYYMMDD' [18]
3634	7	'CEELOCT' [7]
3637	1	'Y' [1]
3638	25	'CEEDLOCT failed with msg ' [25]
3642		150
3643	1	'Y' [1]
3644	1	'O' [1]
3648	1	'Y' [1]
3649	1	'Y' [1]
3675	1	X'E' [1]
3676	1	X'F' [1]
3677	8	'IGZSRTCD' [8]
3685		SPACE
3687		SPACE
3689		SPACE
3691		SPACE
3693		SPACE
3695		0
3696		0
3697		0
3698		SPACE
3705		0
3754		SPACES
3759		SPACES
3760		SPACES
3763		SPACE
3764		SPACE
3765		SPACE
3766		SPACE
3767		SPACE
3768		SPACE
3769		SPACE
3770		SPACE
3772		SPACE
3773		SPACE
3774		SPACE
3775		SPACE
3779	1	' ' [1]
3795		0
3796		0
3798		0
3799		0
3800		0
3801		0
3802	1	'N' [1]
3803	1	'N' [1]
3804	1	'N' [1]
3805	1	'N' [1]
3806	1	'#' [1]
3809	8	'CBSAACCT' [8]
3810	6	'      ' [6]
3811	2	'  ' [2]
3812		0
3813		0
3814	2	'00' [2]
3816		0
3817	1	'N' [1]
3830	1	'.' [1]
3832	1	'.' [1]
3838		0
3850		0
3851		SPACES
3852		SPACES
3853		SPACES
3854		SPACES
3855		SPACES
3856		SPACES
3857		0
3859		0
3860		0
3872	8	'ABNDPROC' [8]
3875	6	'CREACC' [6]
3879		ZERO
3882	8	'INQCUST ' [8]
3883	1	'Y' [1]
3884	1	'N' [1]
3885	1	'1' [1]
3890	23	'Error counting accounts' [23]
3891	1	'N' [1]
3892	1	'N' [1]
3893	1	'9' [1]
3896	1	'N' [1]
3897	23	'Error counting accounts' [23]
3898	1	'N' [1]
3899	1	'9' [1]
3902		9
3903	1	'N' [1]
3904	1	'8' [1]
3908	1	'N' [1]
3920		16
3922	1	'N' [1]
3923	1	'3' [1]
3931		16
3933	1	'N' [1]
3934	1	'5' [1]
3941		1
3943		SPACES
3944		ZERO
3945		SPACES
3946	1	'-' [1]
3946	12	'ACCOUNT-LAST' [12]
3948		ZERO
3958	1	':' [1]
3960	4	'HNCS' [4]
3963	23	'FNAND010 - ACCOUNT NCS ' [23]
3963	42	' Cannot be accessed and DB2 SELECT failed.' [42]
3963	9	' EIBRESP=' [9]
3963	7	' RESP2=' [7]
3965	21	'CREACC - ACCOUNT NCS ' [21]
3965	51	' CANNOT BE ACCESSED AND DB2 SELECT FAILED. SQLCODE=' [51]
3966	4	'HNCS' [4]
3969		1
3971		ZERO
3981	1	':' [1]
3983	4	'HNCS' [4]
3986	26	'FNAND010(2) - ACCOUNT NCS ' [26]
3986	42	' Cannot be accessed and DB2 UPDATE failed.' [42]
3986	9	' EIBRESP=' [9]
3986	7	' RESP2=' [7]
3988	21	'CREACC - ACCOUNT NCS ' [21]
3988	51	' CANNOT BE ACCESSED AND DB2 UPDATE FAILED. SQLCODE=' [51]
3989	4	'HNCS' [4]
3993		SPACES
3994		ZERO
3995		SPACES
3996	1	'-' [1]
3996	13	'ACCOUNT-COUNT' [13]
3998		ZERO
4008	1	':' [1]
4010	4	'HNCS' [4]
4013	26	'FNAND010(3) - ACCOUNT NCS ' [26]
4013	42	' Cannot be accessed and DB2 SELECT failed.' [42]
4013	9	' EIBRESP=' [9]
4013	7	' RESP2=' [7]
4015	21	'CREACC - ACCOUNT NCS ' [21]
4015	51	' CANNOT BE ACCESSED AND DB2 SELECT FAILED. SQLCODE=' [51]
4016	4	'HNCS' [4]
4019		1
4021		ZERO
4031	1	':' [1]
4033	4	'HNCS' [4]
4036	26	'FNAND010(4) - ACCOUNT NCS ' [26]
4036	42	' Cannot be accessed and DB2 UPDATE failed.' [42]
4036	9	' EIBRESP=' [9]
4036	7	' RESP2=' [7]
4038	21	'CREACC - ACCOUNT NCS ' [21]
4038	51	' CANNOT BE ACCESSED AND DB2 UPDATE FAILED. SQLCODE=' [51]
4039	4	'HNCS' [4]
4047	4	'ACCT' [4]
4051		9
4051		8
4061		30
4065	1	'.' [1]
4067	1	'.' [1]
4070		0
4072	1	'N' [1]
4073	1	'7' [1]
4082		1
4082		2
4083		4
4083		2
4083		3
4084		7
4084		4
4084		5
4085		1
4085		2
4086		4
4086		2
4086		3
4087		7
4087		4
4087		5
4092		1
4092		2
4093		1
4093		2
4093		3
4094		1
4094		4
4094		5
4095		1
4095		2
4096		1
4096		2
4096		3
4097		1
4097		4
4097		5
4098		1
4098		2
4099		1
4099		2
4099		3
4100		1
4100		4
4100		5
4101	4	'ACCT' [4]
4102	1	'Y' [1]
4103	1	' ' [1]
4115	4	'PRTR' [4]
4121	1	'.' [1]
4124		1
4124		10
4125		11
4125		8
4126		19
4126		8
4127		27
4127		8
4128		SPACES
4128		35
4128		6
4129	3	'OCA' [3]
4130		0
4132		0
4133	19	'In CREACC (WPD010) ' [19]
4133	41	'UNABLE TO WRITE TO PROCTRAN ROW DATASTORE' [41]
4133	11	' RESP CODE=' [11]
4133	7	' RESP2=' [7]
4133	24	'WITH THE FOLLOWING DATA:' [24]
4144	1	':' [1]
4146	4	'HWPT' [4]
4149	36	'WPD010  - PROCTRAN DB2 INSERT issue.' [36]
4149	9	' EIBRESP=' [9]
4149	7	' RESP2=' [7]
4151	4	'HWPT' [4]
4162		20
4164		NULL
4165	8	'INQACCCU' [8]
4176		1
4177		3
4178		5
4179		7
4180		8
4181		10
4182		12
4183		30
4184		9
4185		4
4186		6
4187		11
4188		30
4189		2
4190		28
4191		4
4192		ZERO
4193		100
4194		0
4195		1
4198		400
4199		ZERO
4200		1
4206		1
4206		4
4206		5
4207		5
4207		2
4207		3
4208		7
4208		2
4208		1
4209		1
4209		2
4210		3
4210		2
4211		5
4211		4
4214	1	'.' [1]
4216	1	'.' [1]
4219	1	'.' [1]
4221	1	'.' [1]
4227		TRUE
4228		1
4228		3
4228	3	'ISA' [3]
4229		1
4229		8
4229	8	'MORTGAGE' [8]
4230		1
4230		6
4230	6	'SAVING' [6]
4231		1
4231		7
4231	7	'CURRENT' [7]
4232		1
4232		4
4232	4	'LOAN' [4]
4233	1	'Y' [1]
4235	1	'N' [1]
4236	1	'A' [1]
4265	1	X'E' [1]
4266	1	X'F' [1]
4267	8	'IGZSRTCD' [8]
4275		SPACE
4277		SPACE
4279		SPACE
4281		SPACE
4283		SPACE
4285		0
4286		0
4287		0
4288		SPACE
4295		0
4315		0
4316		SPACES
4317		SPACES
4318		0
4319		0
4331	1	'.' [1]
4333	1	'.' [1]
4341	8	'ABNDPROC' [8]
4343	8	'CRDTAGY1' [8]
4346	16	'CIPA            ' [16]
4347	16	'CIPCREDCHANN    ' [16]
4349		3
4349		1
4360	1	':' [1]
4362	4	'PLOP' [4]
4364		ZEROS
4365	36	'A010  - *** The delay messed up! ***' [36]
4365	9	' EIBRESP=' [9]
4365	7	' RESP2=' [7]
4367	29	'*** The delay messed up ! ***' [29]
4368	4	'PLOP' [4]
4370		261
4373	41	'CRDTAGY1 - UNABLE TO GET CONTAINER. RESP=' [41]
4373	8	', RESP2=' [8]
4374	10	'CONTAINER=' [10]
4374	9	' CHANNEL=' [9]
4374	9	' FLENGTH=' [9]
4377		999
4377		1
4379		261
4382	41	'CRDTAGY1 - UNABLE TO PUT CONTAINER. RESP=' [41]
4382	8	', RESP2=' [8]
4383	10	'CONTAINER=' [10]
4383	9	' CHANNEL=' [9]
4383	9	' FLENGTH=' [9]
4409	1	X'E' [1]
4410	1	X'F' [1]
4411	8	'IGZSRTCD' [8]
4419		SPACE
4421		SPACE
4423		SPACE
4425		SPACE
4427		SPACE
4429		0
4430		0
4431		0
4432		SPACE
4439		0
4456		SPACES
4461		SPACES
4462		SPACES
4465		SPACE
4466		SPACE
4467		SPACE
4468		SPACE
4469		SPACE
4470		SPACE
4471		SPACE
4472		SPACE
4474		SPACE
4475		SPACE
4476		SPACE
4477		SPACE
4489		0
4490		0
4494		0
4495		0
4496		0
4507	1	'.' [1]
4509	1	'.' [1]
4511		SPACES
4513		0
4514		0
4522	8	'ABNDPROC' [8]
4525	6	'UPDACC' [6]
4540		0
4541	1	'N' [1]
4543	23	'ERROR: UPDACC returned ' [23]
4543	10	' on SELECT' [10]
4546		SPACES
4546		1
4546	1	' ' [1]
4547	1	'N' [1]
4548	38	'ERROR: UPDACC has invalid account-type' [38]
4555		0
4556	1	'N' [1]
4558	23	'ERROR: UPDACC returned ' [23]
4558	10	' on UPDATE' [10]
4585	1	'Y' [1]
4612	1	X'E' [1]
4613	1	X'F' [1]
4614	8	'IGZSRTCD' [8]
4622		SPACE
4624		SPACE
4626		SPACE
4628		SPACE
4630		SPACE
4632		0
4633		0
4634		0
4635		SPACE
4642		0
4645	1	' ' [1]
4670		SPACES
4675		SPACES
4676		SPACES
4679		SPACE
4680		SPACE
4681		SPACE
4682		SPACE
4683		SPACE
4684		SPACE
4685		SPACE
4686		SPACE
4688		SPACE
4689		SPACE
4690		SPACE
4691		SPACE
4698	1	'N' [1]
4703		0
4726	1	'2' [1]
4727	1	'V' [1]
4730		+10
4731		0
4733		0
4734		0
4737		+14
4738		0
4749	1	'.' [1]
4751	1	'.' [1]
4762	8	'ABNDPROC' [8]
4764	6	'DELACC' [6]
4769	1	'Y' [1]
4771	1	'Y' [1]
4783		0
4783		+100
4786		ZERO
4787		ZERO
4793	1	':' [1]
4795	4	'HRAC' [4]
4798	44	'RAD010 - Issue with ACCOUNT row select, for ' [44]
4798	8	'Account ' [8]
4798	13	'and SORTCODE ' [13]
4798	9	' EIBRESP=' [9]
4798	7	' RESP2=' [7]
4799	39	'Issue with ACCOUNT row select. SQLCODE=' [39]
4799	15	' . For Account ' [15]
4799	13	' and Sortcode' [13]
4800	4	'HRAC' [4]
4802		+100
4806	1	'N' [1]
4807	1	'1' [1]
4810		0
4811	1	' ' [1]
4812	1	'Y' [1]
4813	1	' ' [1]
4855		0
4856	1	' ' [1]
4857	1	'N' [1]
4858	1	'3' [1]
4871	4	'PRTR' [4]
4877	1	'.' [1]
4888		TRUE
4889		TRUE
4894		0
4904	1	':' [1]
4906	4	'HWPT' [4]
4909	42	'WPD010 - Unable to  WRITE to PROCTRAN row ' [42]
4909	34	'datastore with the following data:' [34]
4909	9	' EIBRESP=' [9]
4909	7	' RESP2=' [7]
4911	19	'In DELACC (WPD010) ' [19]
4911	41	'UNABLE TO WRITE TO PROCTRAN ROW DATASTORE' [41]
4911	9	' SQLCODE=' [9]
4911	24	'WITH THE FOLLOWING DATA:' [24]
4912	4	'HWPT' [4]
4943	1	X'E' [1]
4944	1	X'F' [1]
4945	8	'IGZSRTCD' [8]
4953		SPACE
4955		SPACE
4957		SPACE
4959		SPACE
4961		SPACE
4963		0
4964		0
4965		0
4966		SPACE
4973		0
4985		0
4986		0
4990		0
5001	1	'.' [1]
5003	1	'.' [1]
5005		SPACES
5018		0
5019		0
5021	1	' ' [1]
5029	8	'ABNDPROC' [8]
5032	7	'UPDCUST' [7]
5036		SPACES
5037		SPACE
5038	1	' ' [1]
5040	9	'Professor' [9]
5041	1	'Y' [1]
5042	9	'Mr       ' [9]
5043	1	'Y' [1]
5044	9	'Mrs      ' [9]
5045	1	'Y' [1]
5046	9	'Miss     ' [9]
5047	1	'Y' [1]
5048	9	'Ms       ' [9]
5049	1	'Y' [1]
5050	9	'Dr       ' [9]
5051	1	'Y' [1]
5052	9	'Drs      ' [9]
5053	1	'Y' [1]
5054	9	'Lord     ' [9]
5055	1	'Y' [1]
5056	9	'Sir      ' [9]
5057	1	'Y' [1]
5058	9	'Lady     ' [9]
5059	1	'Y' [1]
5060	9	'         ' [9]
5061	1	'Y' [1]
5063	1	'N' [1]
5065	1	'N' [1]
5066	1	'N' [1]
5067	1	'T' [1]
5077	8	'CUSTOMER' [8]
5079	1	'N' [1]
5081	1	'1' [1]
5084	1	'2' [1]
5088		SPACES
5088		1
5088	1	' ' [1]
5089	1	'N' [1]
5090	1	'4' [1]
5093		SPACES
5093		1
5093	1	' ' [1]
5096		SPACES
5096		1
5096	1	' ' [1]
5099		1
5099	1	' ' [1]
5103		0
5104	8	'CUSTOMER' [8]
5106	1	'N' [1]
5107	1	'3' [1]
5118	1	'Y' [1]
5143	1	X'E' [1]
5144	1	X'F' [1]
5145	8	'IGZSRTCD' [8]
5153		SPACE
5155		SPACE
5157		SPACE
5159		SPACE
5161		SPACE
5163		0
5164		0
5165		0
5166		SPACE
5173		0
5193		0
5194		SPACES
5195		SPACES
5196		0
5197		0
5209	1	'.' [1]
5211	1	'.' [1]
5219	8	'ABNDPROC' [8]
5221	8	'CRDTAGY2' [8]
5224	16	'CIPB            ' [16]
5225	16	'CIPCREDCHANN    ' [16]
5227		3
5227		1
5238	1	':' [1]
5240	4	'PLOP' [4]
5242		ZEROS
5243	36	'A010  - *** The delay messed up! ***' [36]
5243	9	' EIBRESP=' [9]
5243	7	' RESP2=' [7]
5245	29	'*** The delay messed up ! ***' [29]
5246	4	'PLOP' [4]
5248		261
5251	41	'CRDTAGY2 - UNABLE TO GET CONTAINER. RESP=' [41]
5251	8	', RESP2=' [8]
5252	10	'CONTAINER=' [10]
5252	9	' CHANNEL=' [9]
5252	9	' FLENGTH=' [9]
5255		999
5255		1
5257		261
5260	41	'CRDTAGY2 - UNABLE TO PUT CONTAINER. RESP=' [41]
5260	8	', RESP2=' [8]
5261	10	'CONTAINER=' [10]
5261	9	' CHANNEL=' [9]
5261	9	' FLENGTH=' [9]
5287	1	X'E' [1]
5288	1	X'F' [1]
5289	8	'IGZSRTCD' [8]
5297		SPACE
5299		SPACE
5301		SPACE
5303		SPACE
5305		SPACE
5307		0
5308		0
5309		0
5310		SPACE
5317		0
5318		0
5319		0
5321		0
5322		0
5324	9	'BNK1CCS  ' [9]
5325	1	' ' [1]
5326	6	' RESP=' [6]
5327		0
5328	7	' RESP2=' [7]
5329		0
5330	15	' ABENDING TASK.' [15]
5332	1	'Y' [1]
5333	1	'Y' [1]
5336	1	'1' [1]
5337	1	'2' [1]
5338	1	'3' [1]
5341	13	'Session Ended' [13]
5345	1	' ' [1]
5346	1	''' [1]
5347	1	'_' [1]
5348	1	'ö' [1]
5349	1	'=' [1]
5350	1	'W' [1]
5351	1	'X' [1]
5352	1	'h' [1]
5353	1	'"' [1]
5354	1	'%' [1]
5355	1	'>' [1]
5356	1	',' [1]
5357	1	'1' [1]
5358	1	'2' [1]
5359	1	'3' [1]
5360	1	'4' [1]
5361	1	'5' [1]
5362	1	'6' [1]
5363	1	'7' [1]
5364	1	'8' [1]
5365	1	'9' [1]
5366	1	':' [1]
5367	1	'#' [1]
5368	1	'§' [1]
5369	1	'A' [1]
5370	1	'B' [1]
5371	1	'C' [1]
5372	1	'D' [1]
5373	1	'E' [1]
5374	1	'F' [1]
5375	1	'G' [1]
5376	1	'H' [1]
5377	1	'I' [1]
5378	1	'Ä' [1]
5379	1	'.' [1]
5380	1	'<' [1]
5435	1	'.' [1]
5437	1	'.' [1]
5445	8	'ABNDPROC' [8]
5449	7	'BNK1CCS' [7]
5453		TRUE
5454		ZERO
5455		LOW-VALUE
5456		SPACES
5457		SPACES
5458		SPACES
5459		SPACES
5460		SPACES
5461		SPACES
5462		SPACES
5463		-1
5464		TRUE
5465		SPACES
5468	1	' ' [1]
5474	4	'OMEN' [4]
5480	7	'BNK1CCM' [7]
5482	4	'OCCS' [4]
5487		LOW-VALUES
5488		SPACES
5489	20	'Invalid key pressed.' [20]
5490		TRUE
5493	4	'OCCS' [4]
5493		248
5503	1	':' [1]
5505	4	'HBNK' [4]
5507		ZEROS
5508	31	'A010 -RETURN TRANSID(OCCS) FAIL' [31]
5508	8	'EIBRESP=' [8]
5508	7	' RESP2=' [7]
5511	42	'BNK1CCS - A010 - RETURN TRANSID(OCCS) FAIL' [42]
5527		TRUE
5546	1	':' [1]
5548	4	'HBNK' [4]
5550		ZEROS
5551	32	'RM010 -RM010 (1) - SET TERMINAL ' [32]
5551	8	'EIBRESP=' [8]
5551	7	' RESP2=' [7]
5554	43	'BNK1CCS - RM010 (1) - SET TERMINAL UC FAIL ' [43]
5561		LOW-VALUES
5562		SPACES
5563		SPACES
5564		SPACES
5565		SPACES
5566		SPACES
5567		SPACES
5568		SPACES
5569		0
5570		0
5571		0
5572		0
5573		0
5574		0
5575		0
5576		0
5577		0
5578		SPACES
5579	6	'BNK1CC' [6]
5579	7	'BNK1CCM' [7]
5589	1	':' [1]
5591	4	'HBNK' [4]
5593		ZEROS
5594	37	'RM010 - RM010 (2) - RECEIVE MAP FAIL ' [37]
5594	8	'EIBRESP=' [8]
5594	7	' RESP2=' [7]
5597	39	'BNK1CCS - RM010 (2) - RECEIVE MAP FAIL ' [39]
5607		0
5608	44	'Please clear screen before creating new user' [44]
5609		-1
5610	1	'N' [1]
5613		1
5613		SPACES
5613		LOW-VALUES
5614		SPACES
5615	46	'Valid titles are: Mr,Mrs,Miss,Ms,Dr,Professor,' [46]
5615	17	'Drs,Lord,Sir,Lady' [17]
5616		-1
5617	1	'N' [1]
5620		SPACES
5621		0
5623	10	'MR________' [10]
5624	2	'Mr' [2]
5626	10	'Mr________' [10]
5627	2	'Mr' [2]
5629	10	'MR        ' [10]
5630	2	'Mr' [2]
5632	11	'Mr         ' [11]
5634	10	'mr________' [10]
5635	2	'Mr' [2]
5637	10	'MRS_______' [10]
5638	3	'Mrs' [3]
5640	10	'Mrs_______' [10]
5641	3	'Mrs' [3]
5643	10	'MRS       ' [10]
5644	3	'Mrs' [3]
5646	10	'Mrs       ' [10]
5648	10	'mrs_______' [10]
5649	3	'Mrs' [3]
5651	10	'MISS______' [10]
5652	4	'Miss' [4]
5654	10	'Miss______' [10]
5655	4	'Miss' [4]
5657	10	'MISS      ' [10]
5658	4	'Miss' [4]
5660	10	'Miss      ' [10]
5661	4	'Miss' [4]
5663	10	'miss______' [10]
5664	4	'Miss' [4]
5666	10	'MS________' [10]
5667	2	'Ms' [2]
5669	10	'Ms________' [10]
5670	2	'Ms' [2]
5672	10	'ms________' [10]
5673	2	'Ms' [2]
5675	10	'MS        ' [10]
5676	2	'Ms' [2]
5678	10	'Ms        ' [10]
5679	2	'Ms' [2]
5681	10	'ms        ' [10]
5682	2	'Ms' [2]
5684	10	'DR________' [10]
5685	2	'Dr' [2]
5687	10	'Dr________' [10]
5688	2	'Dr' [2]
5690	10	'DR        ' [10]
5691	2	'Dr' [2]
5693	10	'Dr        ' [10]
5694	2	'Dr' [2]
5696	10	'dr        ' [10]
5697	2	'Dr' [2]
5699	10	'dr________' [10]
5700	2	'Dr' [2]
5702	10	'DRS_______' [10]
5703	3	'Drs' [3]
5705	10	'Drs_______' [10]
5706	3	'Drs' [3]
5708	10	'DRS       ' [10]
5709	3	'Drs' [3]
5711	10	'Drs       ' [10]
5712	3	'Drs' [3]
5714	10	'drs       ' [10]
5715	3	'Drs' [3]
5717	10	'drs_______' [10]
5718	3	'Drs' [3]
5720	10	'PROFESSOR_' [10]
5721	9	'Professor' [9]
5723	10	'Professor_' [10]
5724	9	'Professor' [9]
5726	10	'PROFESSOR ' [10]
5727	9	'Professor' [9]
5729	10	'Professor ' [10]
5730	9	'Professor' [9]
5732	10	'LORD______' [10]
5733	4	'Lord' [4]
5735	10	'Lord______' [10]
5736	4	'Lord' [4]
5738	10	'LORD      ' [10]
5739	4	'Lord' [4]
5741	10	'Lord      ' [10]
